"V1","V2","labels"
0.543588467873633,-0.958533599041402,1
-0.798648151103407,0.125014914665371,1
0.879556603729725,0.366233750712126,1
-0.957983597647399,-0.130826950073242,1
-0.191728833597153,-0.367210944648832,-1
0.473061180207878,-0.500034280121326,-1
-0.0995625192299485,0.924187993630767,1
-0.137260376475751,0.644183464348316,-1
-0.102087185252458,0.900433138944209,1
0.575700261630118,-0.0604626908898354,-1
-0.310119838919491,-0.773823898751289,1
-0.581818979233503,-0.639149180613458,1
0.406228160019964,-0.517364951781929,-1
-0.0565810413099825,-0.175438605248928,-1
-0.271030552685261,0.930628742557019,1
-0.638761787675321,0.932228231802583,1
-0.855344822164625,-0.262620503548533,1
-0.794888271018863,0.193231536075473,1
0.863345547113568,-0.287192653398961,1
-0.978798226453364,-0.639763761311769,1
-0.248109398409724,0.707612600643188,-1
-0.268220745958388,0.179277590475976,-1
-0.875729124993086,0.256746975239366,1
-0.955665260087699,-0.580690442584455,1
-0.752999485004693,-0.381207075435668,1
0.473117922898382,0.0505222771316767,-1
-0.985248474404216,-0.258284024428576,1
-0.0352282137610018,-0.0871598310768604,-1
0.763201634399593,-0.912751070223749,1
-0.923612921033055,0.496565962210298,1
-0.083427210804075,0.568855105433613,-1
0.625373126473278,0.954051044303924,1
-0.0563210747204721,-0.664171143900603,-1
0.977418980095536,-0.367256385739893,1
0.621838579885662,-0.51545797707513,1
0.228543030563742,-0.0473082950338721,-1
0.562694354448467,-0.946508162654936,1
-0.150175022892654,0.374177836347371,-1
0.312717875000089,0.218257965985686,-1
-0.588498110882938,-0.222210764419287,-1
-0.262978242710233,0.585358014330268,-1
-0.660671016667038,-0.570769019424915,1
-0.659165644552559,-0.826083879452199,1
0.198206795845181,-0.341197549831122,-1
0.0508470921777189,0.98157690372318,1
0.981909298337996,-0.527569719124585,1
-0.745951760560274,0.810067207552493,1
-0.0763151706196368,0.218035452067852,-1
-0.0468388376757503,-0.0938732284121215,-1
0.612688967958093,0.0621873694472015,-1
-0.880273230839521,-0.925678323023021,1
-0.278966811019927,0.64196488680318,-1
-0.94624883076176,0.0841689906083047,1
0.294094398152083,-0.566795319784433,-1
0.396372433751822,0.889242149423808,1
-0.578634509816766,0.092588550876826,-1
0.931872334331274,0.878865452948958,1
-0.906000460963696,-0.59224270703271,1
-0.558469675946981,0.601070104166865,1
-0.668887142557651,0.62305703619495,1
-0.211669644806534,0.037812736351043,-1
0.335614233743399,-0.406547700520605,-1
-0.197534066159278,-0.617902130354196,-1
-0.844139862339944,0.451143568381667,1
0.920105640310794,0.771918653510511,1
0.598311482928693,-0.590847237035632,1
-0.719091450795531,0.0322472248226404,-1
-0.763824322260916,-0.0495563670992851,-1
-0.585353115573525,0.999072722159326,1
-0.477234110701829,0.0930554191581905,-1
0.500975780189037,0.25571351731196,-1
0.249026190023869,0.903193878941238,1
-0.399307840038091,0.2463050163351,-1
0.0253797373734415,-0.55138401966542,-1
0.6525624897331,0.537405917886645,1
0.855333641171455,-0.586435612756759,1
0.839276182465255,-0.512610937003046,1
-0.0278460402041674,0.312291876412928,-1
-0.150124951731414,0.606680083554238,-1
0.292061485815793,-0.335181151051074,-1
-0.560510249342769,0.318146105855703,-1
0.865916265640408,0.294501035939902,1
-0.883172909729183,-0.339528609998524,1
0.532653350848705,-0.797246581874788,1
0.0311267301440239,-0.827081203460693,1
-0.847901987843215,-0.955339257139713,1
-0.518469156697392,-0.369424637407064,-1
0.942241905722767,0.302397122140974,1
0.0747388512827456,0.0877734115347266,-1
0.452184258494526,-0.439508394803852,-1
0.292332085780799,-0.128875877242535,-1
-0.993296256754547,0.865723459981382,1
0.316816477570683,0.507426754105836,-1
0.147358219604939,-0.805252685211599,1
-0.35992978233844,0.302614686079323,-1
-0.749907493125647,-0.677405565511435,1
0.420251383446157,-0.288251627702266,-1
0.650945018976927,0.906989861745387,1
0.713366172742099,-0.726117186713964,1
-0.355061395093799,0.110642213840038,-1
-0.662883960176259,-0.18787056626752,-1
0.511119428090751,0.158774668350816,-1
0.277546214405447,-0.118272594176233,-1
-0.837935660965741,0.617308071814477,1
0.5422627562657,0.942366026341915,1
-0.583565634209663,-0.180167326703668,-1
0.123849748633802,0.499916011467576,-1
-0.649785741697997,0.325862820725888,-1
-0.425194348208606,-0.320697472430766,-1
-0.286660214886069,0.984122577589005,1
0.726796112023294,0.905013475101441,1
-0.697998092509806,0.500124496407807,1
0.860008686315268,0.283658679574728,1
0.747678009327501,-0.656115805730224,1
-0.311532114166766,0.785830650478601,1
-0.231815130915493,-0.662902104202658,-1
-0.842945609707385,0.855473188683391,1
0.0680387862958014,-0.113670663442463,-1
0.962099387310445,-0.962927396874875,1
-0.167764698155224,0.0960038076154888,-1
-0.828687245957553,0.664693618193269,1
0.957462326157838,-0.912022870965302,1
0.102943346835673,0.821158876642585,1
-0.902177901472896,-0.63218304188922,1
0.686158483847976,-0.646349437534809,1
-0.0323004904203117,-0.287500421050936,-1
-0.136006754823029,0.897415855433792,1
0.538194455672055,-0.0292240339331329,-1
-0.879905852489173,0.300786977633834,1
0.0144255114719272,0.604813490994275,-1
-0.0986786601133645,-0.159593887161463,-1
-0.311585830058903,-0.748237853404135,1
0.235957002732903,-0.779141979757696,1
0.509005401283503,-0.383985558059067,-1
0.604859565384686,0.134672806598246,-1
-0.740356925874949,0.192587718833238,-1
-0.863923579920083,-0.649901922326535,1
-0.774274849332869,0.129923698958009,-1
-0.913807136006653,-0.49660332268104,1
-0.731841506436467,-0.436368893366307,1
0.0144846644252539,0.756597807165235,-1
0.494836294092238,0.684408063068986,1
0.0360936746001244,-0.0295934388414025,-1
0.315030058845878,0.197984457947314,-1
0.883655975107104,0.13236885285005,1
-0.290301117580384,0.0321704456582665,-1
0.24709196574986,-0.372214245144278,-1
-0.460113341920078,0.654057483188808,1
0.969749461859465,0.382405971642584,1
0.840513893403113,0.894985237158835,1
-0.761800667271018,-0.995741453953087,1
-0.317590663675219,-0.108541146852076,-1
-0.721347374841571,0.71922399289906,1
-0.725447275675833,0.374871077947319,1
0.158727569505572,0.446922600734979,-1
0.980792969465256,0.942580258008093,1
0.285378843545914,0.869651515036821,1
0.37623655423522,0.832143353298306,1
0.630360927898437,0.931430991273373,1
0.785246009472758,-0.0555770597420633,-1
0.380318480543792,-0.107205138076097,-1
0.151565057691187,-0.0780014898627996,-1
-0.554225443862379,-0.198751460295171,-1
-0.559978940524161,-0.850691305939108,1
0.480238535441458,-0.974842274095863,1
-0.308467648923397,0.593632849399,-1
-0.0980705381371081,0.0327406097203493,-1
-0.699375855270773,-0.030374750494957,-1
0.465572690125555,0.542917086742818,-1
-0.514287897385657,-0.395794507581741,-1
-0.494257438927889,-0.611609050538391,-1
-0.239858425687999,0.39663794124499,-1
-0.490530977491289,-0.992853363510221,1
0.30504815094173,0.0236878748983145,-1
-0.3474380671978,0.707334847655147,-1
-0.750907776411623,0.456807274837047,1
0.822435677051544,-0.286080814898014,1
0.838687351904809,-0.279705713968724,1
-0.212921023368835,-0.793092662934214,1
-0.421234990470111,-0.373210308142006,-1
0.775229987222701,0.811438123229891,1
0.612094957847148,0.54629327589646,1
0.907506972085685,-0.909609063994139,1
0.736724182032049,-0.973126170225441,1
0.094886735547334,-0.2561672818847,-1
0.435502742882818,-0.356477283872664,-1
0.982898743357509,0.735072038136423,1
-0.705533584114164,0.286705990321934,-1
0.797144390176982,0.705521977040917,1
0.371818261686713,0.94132975069806,1
0.233904318884015,0.277473852038383,-1
-0.13550094421953,-0.71513494104147,-1
0.24396459851414,-0.492667934857309,-1
0.887098921462893,-0.668750287499279,1
-0.197878885548562,0.210393139626831,-1
0.157777355518192,0.547201856970787,-1
0.939571893773973,0.746433003805578,1
-0.209864996373653,-0.966818478889763,1
0.352841543033719,-0.53405736386776,-1
0.00920672668144107,-0.194745541550219,-1
-0.439485668670386,0.828237187582999,1
0.594374369829893,-0.0848162388429046,-1
-0.275593558326364,-0.504967118613422,-1
0.36652250494808,-0.543388810008764,-1
-0.287019149865955,-0.289240710437298,-1
0.438338140025735,-0.907148230355233,1
0.773977182339877,0.939882103353739,1
0.493771380279213,-0.246430673170835,-1
0.701589711010456,0.797458087559789,1
0.532820427324623,-0.440917810890824,-1
0.569864734075963,-0.457852205727249,-1
-0.330556535627693,-0.322846144903451,-1
0.0372336781583726,0.601854346226901,-1
0.495553945191205,0.0981818265281618,-1
0.288618780206889,-0.380407532211393,-1
-0.969225300475955,-0.788567250128835,1
-0.674917690921575,-0.445722559466958,1
-0.502734740730375,0.068731386680156,-1
-0.447495380882174,0.376966648735106,-1
-0.49155556736514,0.304773626849055,-1
-0.855531718116254,0.19584621489048,1
0.480795545969158,0.623662058264017,-1
0.590037948917598,-0.180700513068587,-1
0.0657408209517598,0.496143977623433,-1
0.945583475288004,-0.742795738391578,1
-0.442394183017313,0.808247889392078,1
-0.971458070911467,0.886836919933558,1
0.593805979471654,-0.39528508996591,-1
0.230348407756537,0.841423516627401,1
-0.527410385664552,-0.471925434656441,-1
0.0760186528787017,0.297622541431338,-1
-0.422314489260316,0.25299253128469,-1
-0.103605048730969,0.356718736700714,-1
-0.315939987078309,0.531527509447187,-1
-0.114651325158775,-0.716136391274631,-1
-0.0630650050006807,0.263025974854827,-1
-0.633515742607415,-0.418332536704838,-1
0.088241106364876,0.744658808689564,-1
0.000126555562019348,0.102667485363781,-1
0.0205781045369804,0.600897565484047,-1
0.1027812063694,0.351303250994533,-1
0.298841466661543,0.565032429527491,-1
0.553795611485839,-0.832196744158864,1
0.641624890267849,-0.226089640986174,-1
-0.737920713145286,-0.0854841247200966,-1
0.0651295385323465,0.708794040605426,-1
-0.221880701370537,0.577099702786654,-1
0.776421712711453,-0.523665954358876,1
-0.68797271233052,-0.761742073111236,1
-0.830248146317899,-0.692720044404268,1
0.547165045980364,0.703114290721714,1
0.292655982542783,0.512437142431736,-1
0.352175698149949,0.30113642429933,-1
-0.963519779965281,-0.273565078619868,1
0.517882443033159,0.328453709837049,-1
-0.663919682614505,0.0938879773020744,-1
0.081453972030431,0.0523954005911946,-1
0.306467262562364,0.28345445683226,-1
0.137235790491104,-0.555872726254165,-1
-0.268658949527889,-0.638198082335293,-1
-0.311278025619686,0.677757986355573,-1
0.739887267351151,0.880199170671403,1
0.466426083818078,-0.304758282378316,-1
-0.927573147695512,-0.240042322780937,1
0.986457201652229,0.434791901148856,1
-0.705917272251099,-0.918776223435998,1
0.85876474622637,0.482130181975663,1
-0.163750524166971,-0.0998111995868385,-1
0.607975443825126,-0.593446221202612,1
-0.225791230332106,-0.853890037629753,1
-0.758641424123198,0.640409322455525,1
0.215944536030293,0.0321578313596547,-1
-0.069937433116138,0.889562784228474,1
-0.194784897379577,0.537311074323952,-1
0.465574910398573,0.296587064862251,-1
-0.00739542068913579,-0.169616545084864,-1
0.882460619322956,0.352991574443877,1
0.748377173673362,-0.783880380913615,1
-0.0168226938694715,0.614297562744468,-1
0.648689334280789,0.918527517002076,1
0.579668776597828,-0.529749621637166,-1
-0.727023445535451,0.619973616674542,1
0.97124351374805,-0.18310007546097,1
-0.000220189336687326,-0.304278989322484,-1
0.057638025842607,0.24463293608278,-1
-0.358695807866752,-0.851980256382376,1
0.849723517429084,0.457850545179099,1
-0.0795305320061743,0.663070881739259,-1
0.0980294328182936,0.660655835643411,-1
-0.772869466338307,0.598409155383706,1
0.964515536092222,0.285305981058627,1
0.0506429267115891,-0.825157518032938,1
0.526147594675422,-0.994094140361995,1
-0.00725544476881623,0.34501892933622,-1
-0.941745238844305,0.593613473698497,1
0.960180331021547,0.500122732017189,1
0.391293074470013,-0.322881229221821,-1
-0.236734853126109,0.131611524615437,-1
0.533707280177623,-0.755613905843347,1
-0.970902867149562,0.852605906315148,1
-0.205209282226861,-0.222737579606473,-1
0.0860187723301351,0.884921923745424,1
-0.00220877211540937,-0.464631381444633,-1
0.278243428096175,-0.802901563234627,1
0.664100866299123,0.917995320167392,1
-0.973183886148036,0.161508202087134,1
0.0975254224613309,0.0402158638462424,-1
0.363612910266966,-0.034376097843051,-1
0.919107957743108,-0.595572330057621,1
0.821756132412702,-0.790900753811002,1
0.444302199408412,-0.896561787929386,1
-0.159542492125183,-0.0699033527635038,-1
-0.0371339921839535,0.202043211553246,-1
-0.240355282090604,0.213712349068373,-1
0.306467218324542,-0.437223013024777,-1
0.0720379357226193,0.141175465192646,-1
0.132471887860447,0.532937258481979,-1
0.37768338015303,0.509613840840757,-1
-0.993801731150597,0.0161877837963402,1
-0.904108104296029,0.90739938383922,1
-0.764974312856793,-0.853439015801996,1
-0.946264313533902,-0.708195259794593,1
0.485474028158933,-0.860977823380381,1
0.278806859161705,-0.538854968268424,-1
0.604699661489576,0.657686282880604,1
0.197570255026221,0.0798408999107778,-1
0.542796433437616,0.116195681504905,-1
-0.233764506410807,0.531116747763008,-1
0.297620476223528,-0.439908219035715,-1
-0.786693645641208,-0.0616187346167862,-1
-0.747632682789117,0.322036504745483,1
0.386730624362826,-0.679382784292102,-1
-0.350043345242739,0.118066851049662,-1
0.293129904661328,0.858822286594659,1
-0.0464309747330844,-0.708081261720508,-1
0.588857079856098,-0.00851227482780814,-1
-0.00128920655697584,0.87318924209103,1
0.694205666892231,-0.0404687230475247,-1
-0.705500117503107,0.624333104584366,1
0.651919629890472,-0.182833972852677,-1
0.320451240055263,-0.543442313093692,-1
-0.372251849621534,0.474650695454329,-1
0.994662663899362,-0.12850706698373,1
-0.984603588003665,0.00615290040150285,1
-0.384276486933231,-0.662069910205901,-1
-0.907200877554715,-0.448529547080398,1
-0.491037847939879,-0.196882114745677,-1
-0.542061737272888,-0.845992513000965,1
-0.0788768981583416,-0.809891518671066,1
-0.808319327887148,-0.44356055976823,1
0.203274175524712,-0.943317789118737,1
-0.0898572141304612,-0.750481152441353,-1
0.20793096954003,0.0506576839834452,-1
-0.277656642254442,-0.0348515631631017,-1
0.376852495130152,-0.143648278899491,-1
-0.85681387456134,0.386987652163953,1
-0.181564992759377,-0.2471908852458,-1
-0.384904250968248,0.66244225949049,-1
0.899836570955813,-0.721606211736798,1
-0.187738877721131,0.836122060660273,1
0.63714088825509,-0.862941403873265,1
0.223360099364072,-0.733686063438654,-1
-0.485516193788499,0.759674042463303,1
0.932503308635205,-0.500678895507008,1
0.450094246305525,0.115396335255355,-1
0.907038444653153,-0.331442013382912,1
0.490938550792634,-0.265346230007708,-1
-0.77680882345885,0.263639383018017,1
-0.414120509289205,0.51948953513056,-1
0.0482407468371093,0.936847012955695,1
0.740813520271331,0.686829620506614,1
-0.85612529842183,0.440502224490047,1
-0.583854307886213,0.51880330266431,-1
0.111800586804748,-0.179119675420225,-1
0.740806998219341,-0.154732025228441,-1
0.0335494200699031,0.486682082992047,-1
0.169002869632095,0.508118214085698,-1
-0.358974270988256,-0.144031384028494,-1
0.608109903521836,-0.563934202771634,1
0.0876220492646098,0.994183004833758,1
-0.799832507036626,-0.141541543416679,1
0.743196217808872,0.0138529757969081,-1
-0.776123269461095,-0.833709335885942,1
0.503410956822336,-0.871135211084038,1
-0.485239244997501,-0.0170713635161519,-1
-0.0304622328840196,-0.270609340630472,-1
0.715610922314227,-0.0365462093614042,-1
-0.807573717087507,0.392345120664686,1
-0.208748416975141,-0.290764831472188,-1
-0.95320059126243,-0.505278105847538,1
-0.658279211260378,-0.334415888413787,-1
0.149850660469383,0.846842999570072,1
0.858497567474842,-0.396856350358576,1
0.669286087155342,-0.0934147485531867,-1
-0.238301021978259,-0.188394679222256,-1
0.87634760979563,0.740482802968472,1
0.665715424809605,-0.660059066023678,1
-0.328889281954616,0.0915042953565717,-1
0.564849845133722,-0.153115254361182,-1
-0.977563154883683,0.943849875591695,1
-0.0586542650125921,0.588261333759874,-1
-0.799626863561571,-0.179086970165372,1
-0.800077783875167,0.0225998358801007,1
0.544825851451606,-0.205265037249774,-1
-0.215817246586084,-0.530375438276678,-1
0.552797871176153,-0.121301763225347,-1
0.840220860671252,0.108508673496544,1
0.679263768717647,-0.85150010464713,1
-0.590943390037864,0.516190397087485,-1
0.311845715157688,0.750279203057289,1
-0.383901899214834,-0.642349949106574,-1
-0.187526264227927,0.423238067887723,-1
0.749989544972777,-0.319196885917336,1
-0.820560771040618,-0.555043410975486,1
-0.582317895721644,0.275705225300044,-1
-0.0843318635597825,0.152974504046142,-1
-0.058202002197504,0.900122971273959,1
-0.729579820297658,-0.801040813792497,1
-0.776242283638567,0.653438037727028,1
0.596273841802031,0.232322495430708,-1
0.695230067707598,-0.778712179046124,1
0.648660034872591,0.312357131391764,-1
0.37360886996612,-0.932518748100847,1
0.0837861024774611,-0.0799319627694786,-1
-0.84220826625824,-0.747668432537466,1
0.813546921126544,0.685393890365958,1
0.0537379682064056,0.192760126665235,-1
0.856659641489387,0.0702526778914034,1
0.270675786305219,-0.42863356275484,-1
-0.713718399405479,0.249930758029222,-1
-0.746770960278809,0.0365955210290849,-1
0.68028452154249,0.221916427835822,-1
-0.57906377967447,-0.143275481648743,-1
0.779508997686207,-0.0313916504383087,-1
0.671563236508518,0.19518532929942,-1
-0.239533242769539,-0.240394431632012,-1
-0.0072492859326303,0.55613434035331,-1
-0.679275361821055,-0.303771195933223,-1
-0.193868084345013,0.127309605944902,-1
0.179203268140554,0.206660829950124,-1
0.93859891500324,0.855337352491915,1
-0.826429888606071,0.0449649407528341,1
0.376300754025578,0.654910541605204,-1
-0.174022990744561,-0.704941952135414,-1
0.50140925263986,-0.433366935234517,-1
0.950603933539242,0.440561424475163,1
-0.0352176371961832,0.135599988512695,-1
0.426942130085081,0.13562919665128,-1
-0.299591337796301,0.30491848429665,-1
